Country,Year,Month,CumulativeTotalCases,MonthlyNewCases,ActiveCases,CumulativeTotalDeaths,MonthlyNewDeaths
Democratic Republic Of The Congo,2020,11,357729,1399,14291,9653,25
Democratic Republic Of The Congo,2020,12,465596,4886,48778,13354,258
Democratic Republic Of The Congo,2021,1,633394,5113,154185,19584,80
Democratic Republic Of The Congo,2021,2,683096,3142,217704,19357,36
Democratic Republic Of The Congo,2021,3,841098,2229,92206,22362,36
Democratic Republic Of The Congo,2021,4,867644,1711,67907,22475,23
Democratic Republic Of The Congo,2021,5,950619,1798,92550,24046,16
Democratic Republic Of The Congo,2021,6,1086819,9590,223562,25608,146
Democratic Republic Of The Congo,2021,7,1413092,8676,483591,30804,110
Democratic Republic Of The Congo,2021,8,1643530,4946,635299,32567,21
Democratic Republic Of The Congo,2021,9,1685143,2074,402879,32089,25
Democratic Republic Of The Congo,2021,10,1775480,533,177086,33748,7
Democratic Republic Of The Congo,2021,11,1734692,764,173763,33029,16
Democratic Republic Of The Congo,2021,12,1999756,16559,385605,35321,98
Democratic Republic Of The Congo,2022,1,2542822,10586,925282,38710,73
Democratic Republic Of The Congo,2022,2,2401405,639,938593,36772,57
Democratic Republic Of The Congo,2022,3,2678306,730,1058085,41391,2
Democratic Republic Of The Congo,2022,4,2607115,275,1039105,40110,0
Democratic Republic Of The Congo,2022,5,1218322,0,486584,18718,0
Denmark,2020,2,6,2,6,0,0
Denmark,2020,3,30984,2857,30414,543,90
Denmark,2020,4,197702,6298,87269,9197,366
Denmark,2020,5,332671,2511,41198,16755,122
Denmark,2020,6,367368,1099,16688,17987,31
Denmark,2020,7,408246,1021,12240,19042,10
Denmark,2020,8,479671,3196,39001,19354,9
Denmark,2020,9,645184,11013,109838,19186,26
Denmark,2020,10,1100781,18353,204999,21268,71
Denmark,2020,11,1901383,34130,422965,23178,116
Denmark,2020,12,3750144,82998,981008,31503,471
Denmark,2021,1,5765889,34993,621354,54907,854
Denmark,2021,2,5735358,12723,177546,65023,238
Denmark,2021,3,6858160,19408,254724,75523,58
Denmark,2021,4,7229821,20825,272500,74867,66
Denmark,2021,5,8259182,29799,375693,78903,31
Denmark,2021,6,8689435,12450,228594,77062,18
Denmark,2021,7,9436465,23130,261146,80102,15
Denmark,2021,8,10283943,28886,389361,80747,35
Denmark,2021,9,10595666,13103,221374,79848,72
Denmark,2021,10,11467658,28987,298521,84540,58
Denmark,2021,11,12973353,99618,1146045,84829,181
Denmark,2021,12,18780805,299970,3171979,96095,329
Denmark,2022,1,35890350,880397,10137605,108426,488
Denmark,2022,2,62609922,965991,15058317,116103,857
Denmark,2022,3,87302199,278158,5551117,162066,1086
Denmark,2022,4,88345051,54130,1051448,178932,460
Denmark,2022,5,41604146,10168,183127,87257,127
Djibouti,2020,2,0,0,0,0,0
Djibouti,2020,3,125,29,125,0,0
Djibouti,2020,4,16288,1059,11571,42,1
Djibouti,2020,5,54254,2265,24064,244,22
Djibouti,2020,6,132173,1328,38854,1210,30
Djibouti,2020,7,153695,402,3542,1748,4
Djibouti,2020,8,165639,303,3189,1839,2
Djibouti,2020,9,161960,29,153,1825,1
Djibouti,2020,10,169641,145,1010,1891,0
Djibouti,2020,11,169188,118,1572,1830,0
Djibouti,2020,12,178378,152,1555,1891,0
Djibouti,2021,1,182685,101,831,1898,2
Djibouti,2021,2,167737,134,1745,1764,0
Djibouti,2021,3,203948,1936,14049,1986,7
Djibouti,2021,4,300878,3098,35799,3281,73
Djibouti,2021,5,353515,433,1952,4669,11
Djibouti,2021,6,347336,69,342,4632,1
Djibouti,2021,7,360339,49,264,4807,1
Djibouti,2021,8,362283,99,516,4848,1
Djibouti,2021,9,361362,1061,4883,4775,10
Djibouti,2021,10,412421,667,6366,5513,14
Djibouti,2021,11,404901,26,910,5562,5
Djibouti,2021,12,419765,152,1280,5843,3
Djibouti,2022,1,456974,1808,10822,5859,0
Djibouti,2022,2,434784,83,558,5292,0
Djibouti,2022,3,482600,40,220,5859,0
Djibouti,2022,4,467995,24,210,5670,0
Djibouti,2022,5,218834,20,210,2646,0
Dominica,2020,2,0,0,0,0,0
Dominica,2020,3,89,11,89,0,0
Dominica,2020,4,462,4,265,0,0
Dominica,2020,5,496,0,30,0,0
Dominica,2020,6,538,2,32,0,0
Dominica,2020,7,558,0,0,0,0
Dominica,2020,8,576,2,18,0,0
Dominica,2020,9,718,10,154,0,0
Dominica,2020,10,1063,20,230,0,0
Dominica,2020,11,2058,35,672,0,0
Dominica,2020,12,2696,3,270,0,0
Dominica,2021,1,3325,29,255,0,0
Dominica,2021,2,3612,25,348,0,0
Dominica,2021,3,4763,19,397,0,0
Dominica,2021,4,5073,13,153,0,0
Dominica,2021,5,5575,14,124,0,0
Dominica,2021,6,5705,5,47,0,0
Dominica,2021,7,6267,17,240,0,0
Dominica,2021,8,26713,1428,12337,23,3
Dominica,2021,9,79321,1843,17921,270,16
Dominica,2021,10,130760,1342,12694,852,12
Dominica,2021,11,161710,1205,11623,1037,6
Dominica,2021,12,196262,834,11379,1326,9
Dominica,2022,1,246055,2170,19627,1500,4
Dominica,2022,2,291534,2076,21821,1521,6
Dominica,2022,3,358176,751,7973,1916,6
Dominica,2022,4,359332,302,2044,1890,0
Dominica,2022,5,173796,524,2815,882,0
Dominican Republic,2020,2,0,0,0,0,0
Dominican Republic,2020,3,6163,1108,5910,223,51
Dominican Republic,2020,4,116022,5863,98947,5561,250
Dominican Republic,2020,5,376401,10313,202583,12982,201
Dominican Republic,2020,6,721962,15283,285337,18404,245
Dominican Republic,2020,7,1543434,37081,755627,29158,413
Dominican Republic,2020,8,2630788,25066,962921,44550,550
Dominican Republic,2020,9,3144839,17494,728220,59250,395
Dominican Republic,2020,10,3727702,14809,651737,67810,140
Dominican Republic,2020,11,4036491,16970,660165,68649,86
Dominican Republic,2020,12,4864830,26797,999672,73568,83
Dominican Republic,2021,1,5941766,43275,1441549,76846,252
Dominican Republic,2021,2,6413645,25557,1395398,82092,434
Dominican Republic,2021,3,7652946,13110,1259620,100163,225
Dominican Republic,2021,4,7794798,13834,1145936,102213,155
Dominican Republic,2021,5,8615151,26225,1252844,110666,148
Dominican Republic,2021,6,9329866,32435,1598555,111722,194
Dominican Republic,2021,7,10403589,16684,1449430,121075,141
Dominican Republic,2021,8,10736806,8268,250369,123548,45
Dominican Republic,2021,9,10631489,8874,150469,120714,38
Dominican Republic,2021,10,11474618,22620,206557,126677,84
Dominican Republic,2021,11,11894089,25584,132357,125185,74
Dominican Republic,2021,12,12756512,11527,70043,130928,43
Dominican Republic,2022,1,15356653,136467,802760,132411,60
Dominican Republic,2022,2,15909264,19311,98095,121652,61
Dominican Republic,2022,3,17881624,3482,21772,135577,7
Dominican Republic,2022,4,17361234,1210,5603,131260,1
Dominican Republic,2022,5,8117434,1164,5676,61264,0
Ecuador,2020,2,1,0,0,0,0
Ecuador,2020,3,15756,2140,0,1182,212
Ecuador,2020,4,273169,17374,0,33284,2172
Ecuador,2020,5,933391,16828,0,203853,6506
Ecuador,2020,6,1329797,16110,0,314784,3100
Ecuador,2020,7,2060626,26881,0,425006,3109
Ecuador,2020,8,2901832,26408,0,502316,2267
Ecuador,2020,9,3628893,31305,0,554614,1882
Ecuador,2020,10,4714534,31145,0,642010,2231
Ecuador,2020,11,5411330,24493,0,662470,1342
Ecuador,2020,12,6306084,19827,0,729101,972
Ecuador,2021,1,7128459,38502,0,748335,827
Ecuador,2021,2,7480089,35495,0,701982,948
Ecuador,2021,3,9494627,42792,0,808352,1055
Ecuador,2021,4,10673979,53317,0,821205,1770
Ecuador,2021,5,12690804,44392,0,912123,1919
Ecuador,2021,6,13285644,32677,0,925989,997
Ecuador,2021,7,14716850,28961,0,980313,631
Ecuador,2021,8,15394314,14464,0,1000385,628
Ecuador,2021,9,15228588,8532,0,985846,525
Ecuador,2021,10,15972091,7209,0,1029575,210
Ecuador,2021,11,15720789,10191,0,1002779,346
Ecuador,2021,12,16676985,22209,0,1052117,416
Ecuador,2022,1,19513375,180785,0,1061555,468
Ecuador,2022,2,22348472,100757,0,980005,711
Ecuador,2022,3,26353020,28456,0,1096260,190
Ecuador,2022,4,25984411,8445,0,1065775,164
Ecuador,2022,5,12193658,2572,0,498423,9
Egypt,2020,2,15,0,5,0,0
Egypt,2020,3,7263,709,5455,344,46
Egypt,2020,4,83386,4827,57005,6017,346
Egypt,2020,5,403993,19448,281351,19547,567
Egypt,2020,6,1406847,43326,977855,54759,1994
Egypt,2020,7,2615575,25767,1641262,125273,1852
Egypt,2020,8,2991066,4861,1006382,159360,616
Egypt,2020,9,3038840,4259,293907,170670,509
Egypt,2020,10,3263459,4357,31214,189211,336
Egypt,2020,11,3339298,8356,111082,193889,384
Egypt,2020,12,3859859,22151,346155,218457,981
Egypt,2021,1,4792291,27889,748973,264116,1685
Egypt,2021,2,4878915,16473,810446,280696,1372
Egypt,2021,3,5961213,19707,1021869,352754,1307
Egypt,2021,4,6435218,25421,1191466,379473,1344
Egypt,2021,5,7615367,35098,1538688,443247,1757
Egypt,2021,6,8218377,18632,1668836,470770,1073
Egypt,2021,7,8782739,2980,1395972,508653,355
Egypt,2021,8,8859474,4179,1068029,515510,212
Egypt,2021,9,8865112,16083,906359,508827,595
Egypt,2021,10,9850182,26493,982970,556651,1320
Egypt,2021,11,10359146,27561,1117920,587816,1823
Egypt,2021,12,11552504,26997,1291263,657342,1278
Egypt,2022,1,12470969,40336,1361892,687235,883
Egypt,2022,2,12809219,57860,1254846,655625,1439
Egypt,2022,3,15453661,24847,1442125,753887,391
Egypt,2022,4,15409402,7027,1425747,737046,148
Egypt,2022,5,7219030,0,683900,344582,0
El Salvador,2020,2,0,0,0,0,0
El Salvador,2020,3,156,31,155,1,0
El Salvador,2020,4,5321,363,3946,183,9
El Salvador,2020,5,41262,2122,25373,799,36
El Salvador,2020,6,122784,3921,56048,2623,128
El Salvador,2020,7,347650,10194,145265,9534,274
El Salvador,2020,8,692113,9097,331545,18654,269
El Salvador,2020,9,818261,3348,213138,23727,126
El Salvador,2020,10,969278,4749,117339,28261,132
El Salvador,2020,11,1096862,5115,82094,31374,139
El Salvador,2020,12,1317473,7019,89665,37950,222
El Salvador,2021,1,1573864,9006,138576,45886,287
El Salvador,2021,2,1618198,5215,103649,48855,231
El Salvador,2021,3,1938476,4545,42147,60468,160
El Salvador,2021,4,2013969,4472,50989,62010,110
El Salvador,2021,5,2215792,4504,77938,67769,125
El Salvador,2021,6,2292407,5456,100843,69355,132
El Salvador,2021,7,2571713,7755,174285,77133,248
El Salvador,2021,8,2837260,8869,325194,86391,289
El Salvador,2021,9,3017554,9563,416385,92067,316
El Salvador,2021,10,3422476,9419,471668,107137,395
El Salvador,2021,11,3537121,5262,431915,111685,147
El Salvador,2021,12,3758970,1950,378358,117859,48
El Salvador,2022,1,3903130,12179,166738,119157,75
El Salvador,2022,2,4117921,22209,564592,111979,172
El Salvador,2022,3,4917245,4688,555837,127158,48
El Salvador,2022,4,4858323,1037,269034,123727,9
El Salvador,2022,5,2269246,0,102181,57797,1
Equatorial Guinea,2020,2,0,0,0,0,0
Equatorial Guinea,2020,3,134,14,133,0,0
Equatorial Guinea,2020,4,3317,300,3168,9,0
Equatorial Guinea,2020,5,21842,991,19544,219,11
Equatorial Guinea,2020,6,46214,695,35164,640,20
Equatorial Guinea,2020,7,94811,2820,66448,1575,51
Equatorial Guinea,2020,8,150812,120,62512,2573,0
Equatorial Guinea,2020,9,149975,89,12377,2490,0
Equatorial Guinea,2020,10,157079,58,1578,2573,0
Equatorial Guinea,2020,11,153445,65,1492,2544,2
Equatorial Guinea,2020,12,161321,124,1787,2640,1
Equatorial Guinea,2021,1,166183,239,2673,2666,0
Equatorial Guinea,2021,2,159963,489,5083,2461,5
Equatorial Guinea,2021,3,203858,909,13694,3051,11
Equatorial Guinea,2021,4,219691,780,9866,3176,10
Equatorial Guinea,2021,5,247897,835,10517,3499,6
Equatorial Guinea,2021,6,259971,205,4444,3590,3
Equatorial Guinea,2021,7,273465,146,3320,3800,2
Equatorial Guinea,2021,8,280182,597,4231,3819,3
Equatorial Guinea,2021,9,325218,2885,35348,4051,21
Equatorial Guinea,2021,10,399659,1006,20118,4896,20
Equatorial Guinea,2021,11,404797,224,5448,5081,8
Equatorial Guinea,2021,12,422216,118,1806,5425,0
Equatorial Guinea,2022,1,466494,2092,26274,5528,7
Equatorial Guinea,2022,2,444084,82,2924,5096,0
Equatorial Guinea,2022,3,492797,19,1084,5672,1
Equatorial Guinea,2022,4,477164,4,776,5490,0
Equatorial Guinea,2022,5,222730,3,360,2562,0
Eritrea,2020,2,0,0,0,0,0
Eritrea,2020,3,68,14,68,0,0
Eritrea,2020,4,1028,24,887,0,0
Eritrea,2020,5,1209,0,89,0,0
Eritrea,2020,6,3083,164,1843,0,0
Eritrea,2020,7,7490,76,3435,0,0
Eritrea,2020,8,9178,40,1248,0,0
Eritrea,2020,9,10664,56,1394,0,0
Eritrea,2020,10,13346,88,1520,0,0
Eritrea,2020,11,15545,114,1953,0,0
Eritrea,2020,12,24769,743,7211,12,2
Eritrea,2021,1,54402,815,20591,172,4
Eritrea,2021,2,70980,712,16989,196,0
Eritrea,2021,3,95103,438,11004,234,3
Eritrea,2021,4,104836,386,6456,300,0
Eritrea,2021,5,119530,423,5497,398,4
Eritrea,2021,6,152367,1915,14618,529,9
Eritrea,2021,7,196912,538,9044,931,12
Eritrea,2021,8,204740,95,1052,1127,3
Eritrea,2021,9,200062,80,408,1205,4
Eritrea,2021,10,209826,112,1254,1357,3
Eritrea,2021,11,212750,524,4436,1548,15
Eritrea,2021,12,238762,653,4969,2071,16
Eritrea,2022,1,274280,1525,11966,2701,22
Eritrea,2022,2,270567,165,2292,2856,5
Eritrea,2022,3,301307,27,78,3193,0
Eritrea,2022,4,291947,6,50,3090,0
Eritrea,2022,5,136327,11,48,1442,0
Estonia,2020,2,3,0,3,0,0
Estonia,2020,3,7364,744,7214,14,4
Estonia,2020,4,41075,944,36007,978,48
Estonia,2020,5,55005,180,23130,1873,11
Estonia,2020,6,58725,120,4979,1890,0
Estonia,2020,7,62542,75,1738,1953,0
Estonia,2020,8,68481,311,4634,1961,1
Estonia,2020,9,83977,994,12670,1920,0
Estonia,2020,10,125795,1536,25712,2151,9
Estonia,2020,11,241970,7401,87314,2554,45
Estonia,2020,12,612874,15683,225794,5139,111
Estonia,2021,1,1127555,16219,310309,10037,190
Estonia,2021,2,1495506,21392,309787,14034,170
Estonia,2021,3,2713120,40821,722969,23021,313
Estonia,2021,4,3472484,15621,481497,31686,259
Estonia,2021,5,3927581,7501,224097,37739,91
Estonia,2021,6,3916219,1521,102234,37975,17
Estonia,2021,7,4089060,2493,79442,39387,3
Estonia,2021,8,4260052,8398,161847,39696,20
Estonia,2021,9,4455043,14301,257685,39637,65
Estonia,2021,10,5349095,37713,532636,44237,174
Estonia,2021,11,6358708,28614,744258,50538,267
Estonia,2021,12,7160883,18823,441781,57954,134
Estonia,2022,1,8533678,96134,1102275,61412,101
Estonia,2022,2,11936722,156887,3123204,59528,203
Estonia,2022,3,16547055,61875,2943357,73304,223
Estonia,2022,4,16983296,15891,1929479,75212,80
Estonia,2022,5,8021020,1729,806069,35694,17
Ethiopia,2020,2,0,0,0,0,0
Ethiopia,2020,3,208,25,200,0,0
Ethiopia,2020,4,2558,105,1938,73,1
Ethiopia,2020,5,12773,1041,8772,159,8
Ethiopia,2020,6,106607,4674,77088,1683,92
Ethiopia,2020,7,300942,11684,179465,5001,171
Ethiopia,2020,8,998557,34601,591399,16814,535
Ethiopia,2020,9,1964723,23237,1158189,31041,389
Ethiopia,2020,10,2703736,20801,1374849,41431,271
Ethiopia,2020,11,3089373,13905,1150614,47598,237
Ethiopia,2020,12,3653211,14190,621665,56506,217
Ethiopia,2021,1,4052409,13386,380179,62674,170
Ethiopia,2021,2,4140896,21422,468825,62121,272
Ethiopia,2021,3,5589105,47517,1016234,80199,503
Ethiopia,2021,4,7079762,50853,1654277,98823,820
Ethiopia,2021,5,8236693,14099,1315646,123146,477
Ethiopia,2021,6,8230757,4633,546122,127653,155
Ethiopia,2021,7,8608593,4191,344581,134949,65
Ethiopia,2021,8,9043198,27769,609369,139666,290
Ethiopia,2021,9,9843982,37540,822366,152099,907
Ethiopia,2021,10,11085834,19493,732222,190208,877
Ethiopia,2021,11,11067787,6369,509680,198763,296
Ethiopia,2021,12,11853762,48806,756139,212413,182
Ethiopia,2022,1,14021651,44816,2164646,221512,400
Ethiopia,2022,2,13090994,3569,1457466,207575,125
Ethiopia,2022,3,14548200,1031,1134142,232027,35
Ethiopia,2022,4,14106015,810,294457,225257,13
Ethiopia,2022,5,6590362,369,105634,105140,0
Faeroe Islands,2020,2,0,0,0,0,0
Faeroe Islands,2020,3,1829,168,1355,0,0
Faeroe Islands,2020,4,5518,18,995,0,0
Faeroe Islands,2020,5,5797,0,16,0,0
Faeroe Islands,2020,6,5610,0,0,0,0
Faeroe Islands,2020,7,6035,38,212,0,0
Faeroe Islands,2020,8,10684,186,2621,0,0
Faeroe Islands,2020,9,12949,56,737,0,0
Faeroe Islands,2020,10,14969,28,590,0,0
Faeroe Islands,2020,11,14938,8,103,0,0
Faeroe Islands,2020,12,16739,107,789,0,0
Faeroe Islands,2021,1,19978,44,799,26,0
Faeroe Islands,2021,2,18392,4,70,28,0
Faeroe Islands,2021,3,20464,3,31,31,0
Faeroe Islands,2021,4,19859,3,20,30,0
Faeroe Islands,2021,5,21020,54,369,31,0
Faeroe Islands,2021,6,22689,58,788,30,0
Faeroe Islands,2021,7,27743,207,2180,32,1
Faeroe Islands,2021,8,30762,18,386,62,0
Faeroe Islands,2021,9,31827,177,1169,60,0
Faeroe Islands,2021,10,45005,967,6588,62,0
Faeroe Islands,2021,11,88871,1481,15872,268,11
Faeroe Islands,2021,12,142604,2138,15248,405,1
Faeroe Islands,2022,1,349366,13861,135269,488,4
Faeroe Islands,2022,2,795047,14612,579009,634,10
Faeroe Islands,2022,3,1061347,0,821996,868,0
Faeroe Islands,2022,4,1038477,421,806847,840,0
Faeroe Islands,2022,5,485212,0,377118,392,0
Falkland Islands Malvinas,2020,2,0,0,0,0,0
Falkland Islands Malvinas,2020,3,0,0,0,0,0
Falkland Islands Malvinas,2020,4,239,12,0,0,0
Falkland Islands Malvinas,2020,5,403,0,0,0,0
Falkland Islands Malvinas,2020,6,390,0,0,0,0
Falkland Islands Malvinas,2020,7,403,0,0,0,0
Falkland Islands Malvinas,2020,8,403,0,0,0,0
Falkland Islands Malvinas,2020,9,390,0,0,0,0
Falkland Islands Malvinas,2020,10,403,0,0,0,0
Falkland Islands Malvinas,2020,11,441,3,0,0,0
Falkland Islands Malvinas,2020,12,688,13,0,0,0
Falkland Islands Malvinas,2021,1,1028,12,0,0,0
Falkland Islands Malvinas,2021,2,1425,13,0,0,0
Falkland Islands Malvinas,2021,3,1674,0,0,0,0
Falkland Islands Malvinas,2021,4,1807,9,0,0,0
Falkland Islands Malvinas,2021,5,1953,0,0,0,0
Falkland Islands Malvinas,2021,6,1890,0,0,0,0
Falkland Islands Malvinas,2021,7,1953,0,0,0,0
Falkland Islands Malvinas,2021,8,2037,3,0,0,0
Falkland Islands Malvinas,2021,9,2010,1,0,0,0
Falkland Islands Malvinas,2021,10,2127,2,0,0,0
Falkland Islands Malvinas,2021,11,2300,10,0,0,0
Falkland Islands Malvinas,2021,12,2573,4,0,0,0
Falkland Islands Malvinas,2022,1,2653,6,0,0,0
Falkland Islands Malvinas,2022,2,2789,21,0,0,0
Falkland Islands Malvinas,2022,3,3649,13,0,0,0
Falkland Islands Malvinas,2022,4,4208,58,0,0,0
Falkland Islands Malvinas,2022,5,6667,945,0,0,0
Fiji,2020,2,0,0,0,0,0
Fiji,2020,3,48,4,48,0,0
Fiji,2020,4,464,13,357,0,0
Fiji,2020,5,558,0,109,0,0
Fiji,2020,6,540,0,9,0,0
Fiji,2020,7,756,9,197,1,0
Fiji,2020,8,856,1,197,36,1
Fiji,2020,9,944,4,122,60,0
Fiji,2020,10,1005,2,33,62,0
Fiji,2020,11,1062,8,42,60,0
Fiji,2020,12,1406,7,132,62,0
Fiji,2021,1,1653,6,71,62,0
Fiji,2021,2,1577,4,18,56,0
Fiji,2021,3,2030,8,105,62,0
Fiji,2021,4,2359,50,365,60,0
Fiji,2021,5,6299,321,2576,107,2
Fiji,2021,6,52911,3980,39694,236,17
Fiji,2021,7,490102,25363,376522,3433,225
Fiji,2021,8,1249266,16935,679818,12159,264
Fiji,2021,9,1480553,4307,421209,16964,119
Fiji,2021,10,1603149,1148,128828,20584,50
Fiji,2021,11,1571628,349,35610,20734,22
Fiji,2021,12,1635435,1361,27191,21765,2
Fiji,2022,1,1838740,8974,119364,23406,121
Fiji,2022,2,1778555,1082,34878,23682,37
Fiji,2022,3,1990088,475,31101,26719,1
Fiji,2022,4,1935545,232,29780,25860,0
Fiji,2022,5,906042,129,14394,12068,0
Finland,2020,2,21,2,0,0,0
Finland,2020,3,13475,1415,0,69,17
Finland,2020,4,99473,3577,0,2863,194
Finland,2020,5,190615,1864,0,8782,107
Finland,2020,6,212396,355,0,9750,10
Finland,2020,7,226923,218,0,10176,1
Finland,2020,8,240361,654,0,10323,7
Finland,2020,9,265431,1906,0,10173,8
Finland,2020,10,403740,6121,0,10844,14
Finland,2020,11,596628,8799,0,11184,41
Finland,2020,12,973025,11195,0,14742,162
Finland,2021,1,1250210,9131,0,19123,110
Finland,2021,2,1425623,12434,0,19990,71
Finland,2021,3,2109166,19780,0,24609,102
Finland,2021,4,2491647,9356,0,26446,70
Finland,2021,5,2790307,5680,0,28843,42
Finland,2021,6,2820719,3254,0,28940,17
Finland,2021,7,3102180,11060,0,30290,9
Finland,2021,8,3646967,20380,0,30981,36
Finland,2021,9,4043566,14370,0,31441,54
Finland,2021,10,4647107,15979,0,34639,86
Finland,2021,11,5140750,29007,0,37131,177
Finland,2021,12,6617502,73754,0,44984,229
Finland,2022,1,11703591,229578,0,54178,426
Finland,2022,2,16184544,147887,0,61784,376
Finland,2022,3,23747986,245919,0,84858,778
Finland,2022,4,28555744,139337,0,104587,795
Finland,2022,5,14670641,46727,0,57658,345
France,2020,2,338,82,191,19,1
France,2020,3,370514,47286,290521,21626,3520
France,2020,4,2759821,73373,1335823,485751,20830
France,2020,5,4085514,20660,853671,843764,4425
France,2020,6,4441581,13245,305950,882798,1041
France,2020,7,5093689,21693,349387,932098,447
France,2020,8,6509456,87377,1129424,943391,370
France,2020,9,11616635,265119,4136210,934299,1321
France,2020,10,25765649,754591,10461332,1043759,4832
France,2020,11,54714339,802238,20177636,1358873,16252
France,2020,12,70327154,373440,7425162,1838413,11740
France,2021,1,84246897,541190,9600967,2181271,11437
France,2021,2,91299767,524450,10385924,2297289,10269
France,2021,3,120907969,833765,14229735,2829361,9176
France,2021,4,146025374,912417,19502272,3005814,8852
France,2021,5,170581000,396386,11112858,3332275,5019
France,2021,6,172197119,107977,3610626,3314722,1549
France,2021,7,182511495,351718,3656905,3455080,811
France,2021,8,200742898,638689,13162497,3504029,2598
France,2021,9,207577088,247724,7236194,3472994,2222
France,2021,10,219675066,153445,3053613,3634671,970
France,2021,11,220513248,508627,6231570,3549304,1448
France,2021,12,264958340,2297296,28934327,3758392,4610
France,2022,1,445797451,9167930,144722305,3944446,7190
France,2022,2,605262190,3562085,119963933,3785078,7436
France,2022,3,741384141,2912028,45577700,4355759,3906
France,2022,4,822626827,3030442,71615242,4322364,3657
France,2022,5,404998023,515517,16706085,2053825,1327
French Guiana,2020,2,0,0,0,0,0
French Guiana,2020,3,451,46,388,0,0
French Guiana,2020,4,2718,75,973,11,0
French Guiana,2020,5,7367,373,3270,31,0
French Guiana,2020,6,52278,3505,30882,156,14
French Guiana,2020,7,194587,3795,71956,968,28
French Guiana,2020,8,264987,1316,20319,1608,16
French Guiana,2020,9,287421,840,9879,1910,7
French Guiana,2020,10,317280,581,8688,2135,4
French Guiana,2020,11,326194,668,24244,2100,0
French Guiana,2020,12,374995,1962,62952,2198,1
French Guiana,2021,1,458206,2917,146054,2307,5
French Guiana,2021,2,459649,544,177530,2259,9
French Guiana,2021,3,520113,505,207559,2709,8
French Guiana,2021,4,542539,2411,239816,2873,8
French Guiana,2021,5,674401,4493,361175,3381,15
French Guiana,2021,6,779224,3500,475343,4031,29
French Guiana,2021,7,893852,2628,578896,5111,42
French Guiana,2021,8,1003437,4909,687348,6244,32
French Guiana,2021,9,1137315,6040,830343,7122,48
French Guiana,2021,10,1340238,3516,1021337,9056,41
French Guiana,2021,11,1362875,1385,1018169,9604,19
French Guiana,2021,12,1451525,2923,1092300,10351,12
French Guiana,2022,1,2027078,26776,1667274,10930,36
French Guiana,2022,2,2160230,1939,1834321,10797,16
French Guiana,2022,3,2425168,1423,2064091,12203,3
French Guiana,2022,4,2396929,1784,2047486,11823,1
French Guiana,2022,5,1134801,925,971709,5536,2
French Polynesia,2020,2,0,0,0,0,0
French Polynesia,2020,3,333,36,0,0,0
French Polynesia,2020,4,1555,21,0,0,0
French Polynesia,2020,5,1852,2,0,0,0
French Polynesia,2020,6,1806,2,0,0,0
French Polynesia,2020,7,1922,0,0,0,0
French Polynesia,2020,8,6916,511,0,0,0
French Polynesia,2020,9,33527,1279,0,69,5
French Polynesia,2020,10,129308,5410,0,487,22
French Polynesia,2020,11,353402,7110,0,1668,46
French Polynesia,2020,12,492676,2554,0,2993,39
French Polynesia,2021,1,544284,1134,0,3877,17
French Polynesia,2021,2,511717,327,0,3800,8
French Polynesia,2021,3,574753,240,0,4363,2
French Polynesia,2021,4,560653,131,0,4230,0
French Polynesia,2021,5,583314,112,0,4378,1
French Polynesia,2021,6,568347,137,0,4260,0
French Polynesia,2021,7,595701,1041,0,4481,7
French Polynesia,2021,8,961682,20130,0,7569,287
French Polynesia,2021,9,1312977,5003,0,16935,185
French Polynesia,2021,10,1407516,360,0,19560,15
French Polynesia,2021,11,1368604,773,0,19080,0
French Polynesia,2021,12,1436777,68,0,19716,0
French Polynesia,2022,1,1461038,1884,0,19716,0
French Polynesia,2022,2,1589902,18433,0,17832,3
French Polynesia,2022,3,2185160,5496,0,19971,7
French Polynesia,2022,4,2177086,525,0,19433,2
French Polynesia,2022,5,1018856,101,0,9074,1
Gabon,2020,2,0,0,0,0,0
Gabon,2020,3,96,15,84,12,0
Gabon,2020,4,3106,260,2633,45,2
Gabon,2020,5,40885,2379,31028,320,14
Gabon,2020,6,120158,2739,75284,877,25
Gabon,2020,7,195607,1958,81971,1438,7
Gabon,2020,8,252682,1181,56051,1609,4
Gabon,2020,9,259821,233,26569,1600,1
Gabon,2020,10,275060,202,14207,1678,1
Gabon,2020,11,272546,246,2809,1725,5
Gabon,2020,12,290679,357,2773,1941,4
Gabon,2021,1,310352,1177,6799,2055,4
Gabon,2021,2,356809,3816,26715,2078,15
Gabon,2021,3,529781,4986,65248,3115,35
Gabon,2021,4,641075,3525,93000,3911,21
Gabon,2021,5,737667,1354,95220,4490,13
Gabon,2021,6,743510,625,24781,4697,7
Gabon,2021,7,782273,330,3207,5021,5
Gabon,2021,8,793716,504,1954,5113,2
Gabon,2021,9,826126,4267,37321,5213,20
Gabon,2021,10,1031175,5370,160963,6607,53
Gabon,2021,11,1101422,1817,180289,7962,40
Gabon,2021,12,1183096,4456,90038,8806,9
Gabon,2022,1,1392613,5127,150864,9202,13
Gabon,2022,2,1327161,618,79569,8464,2
Gabon,2022,3,1474636,41,3938,9393,0
Gabon,2022,4,1427763,18,407,9093,1
Gabon,2022,5,666464,6,146,4256,0
Gambia,2020,2,0,0,0,0,0
Gambia,2020,3,35,3,26,9,0
Gambia,2020,4,233,7,101,30,0
Gambia,2020,5,680,14,262,31,0
Gambia,2020,6,1013,24,271,40,1
